No. NF;DATA EMISSAO;VALOR IPI;NOME ARQUIVO XML
NF 8257;2014-06-17;227.20;43140607526557003982550010000082571879035079-nfe.xml
NF 19877;2014-06-06;68.85;43140607526557004016550010000198771291566740-old.xml
NF 19877;2014-06-06;946.54;43140607526557004016550010000198771291566740-old.xml
NF 19877;2014-06-06;3100.30;43140607526557004016550010000198771291566740-old.xml
NF 19790;2014-06-05;928.17;43140607526557004016550010000197901939879724-old.xml
NF 19790;2014-06-05;59.43;43140607526557004016550010000197901939879724-old.xml
NF 19790;2014-06-05;323.70;43140607526557004016550010000197901939879724-old.xml
NF 20115;2014-06-10;2326.10;43140607526557004016550010000201151698690918-old.xml
NF 20115;2014-06-10;522.90;43140607526557004016550010000201151698690918-old.xml
NF 21463;2014-06-26;118.42;43140607526557004016550010000214631382204027-nfe.xml
NF 21463;2014-06-26;111.76;43140607526557004016550010000214631382204027-nfe.xml
NF 21463;2014-06-26;693.58;43140607526557004016550010000214631382204027-nfe.xml
NF 19524;2014-06-02;1577.11;43140607526557004016550010000195241824678207-old.xml
NF 19524;2014-06-02;1551.89;43140607526557004016550010000195241824678207-old.xml
NF 19524;2014-06-02;335.46;43140607526557004016550010000195241824678207-old.xml
NF 21275;2014-06-24;98.44;43140607526557004016550010000212751888741759-nfe.xml
NF 21275;2014-06-24;215.83;43140607526557004016550010000212751888741759-nfe.xml
NF 21275;2014-06-24;460.65;43140607526557004016550010000212751888741759-nfe.xml
NF 20215;2014-06-11;515.74;43140607526557004016550010000202151071312704-old.xml
NF 21119;2014-06-21;581.75;43140607526557004016550010000211191672298070-old.xml
NF 21119;2014-06-21;462.39;43140607526557004016550010000211191672298070-old.xml
NF 21571;2014-06-27;58.81;43140607526557004016550010000215711731697284-old.xml
NF 21571;2014-06-27;1271.07;43140607526557004016550010000215711731697284-old.xml
NF 21571;2014-06-27;522.90;43140607526557004016550010000215711731697284-old.xml
NF 21351;2014-06-25;26.43;43140607526557004016550010000213511013969760-old.xml
NF 21351;2014-06-25;25.97;43140607526557004016550010000213511013969760-old.xml
NF 19666;2014-06-04;643.71;43140607526557004016550010000196661580295156-old.xml
NF 19666;2014-06-04;327.85;43140607526557004016550010000196661580295156-old.xml
NF 21788;2014-06-30;27.94;43140607526557004016550010000217881744219880-old.xml
NF 21788;2014-06-30;25.05;43140607526557004016550010000217881744219880-old.xml
NF 21788;2014-06-30;37.63;43140607526557004016550010000217881744219880-old.xml
NF 20140;2014-06-10;40.86;43140607526557004016550010000201401609857121-old.xml
NF 20140;2014-06-10;165.48;43140607526557004016550010000201401609857121-old.xml
NF 20140;2014-06-10;404.63;43140607526557004016550010000201401609857121-old.xml
NF 20739;2014-06-17;390.10;43140607526557004016550010000207391268260840-nfe.xml
NF 20739;2014-06-17;353.59;43140607526557004016550010000207391268260840-nfe.xml
NF 20739;2014-06-17;200.59;43140607526557004016550010000207391268260840-nfe.xml
NF 8067;2014-06-12;302.98;43140607526557003982550010000080671837291854-old.xml
NF 8067;2014-06-12;10.55;43140607526557003982550010000080671837291854-old.xml
NF 8067;2014-06-12;40.51;43140607526557003982550010000080671837291854-old.xml
NF 7753;2014-06-05;22.58;43140607526557003982550010000077531918904960-old.xml
NF 7753;2014-06-05;73.24;43140607526557003982550010000077531918904960-old.xml
NF 7753;2014-06-05;84.52;43140607526557003982550010000077531918904960-old.xml
NF 20732;2014-06-17;201.45;43140607526557004016550010000207321194566087-nfe.xml
NF 20732;2014-06-17;2326.10;43140607526557004016550010000207321194566087-nfe.xml
NF 20732;2014-06-17;773.77;43140607526557004016550010000207321194566087-nfe.xml
NF 21570;2014-06-27;530.21;43140607526557004016550010000215701731415230-nfe.xml
NF 21570;2014-06-27;581.75;43140607526557004016550010000215701731415230-nfe.xml
NF 8350;2014-06-20;41.31;43140607526557003982550010000083501148425403-nfe.xml
NF 8350;2014-06-20;56.18;43140607526557003982550010000083501148425403-nfe.xml
NF 8350;2014-06-20;71.99;43140607526557003982550010000083501148425403-nfe.xml
NF 7807;2014-06-06;80.70;43140607526557003982550010000078071686115000-old.xml
NF 8828;2014-06-30;4.03;43140607526557003982550010000088281620361279-nfe.xml
NF 8828;2014-06-30;15.75;43140607526557003982550010000088281620361279-nfe.xml
NF 8828;2014-06-30;12.16;43140607526557003982550010000088281620361279-nfe.xml
NF 7962;2014-06-10;57.55;43140607526557003982550010000079621126820899-old.xml
NF 7962;2014-06-10;224.55;43140607526557003982550010000079621126820899-old.xml
NF 7962;2014-06-10;67.26;43140607526557003982550010000079621126820899-old.xml
NF 8420;2014-06-21;32.92;43140607526557003982550010000084201044626654-nfe.xml
NF 8420;2014-06-21;15.10;43140607526557003982550010000084201044626654-nfe.xml
NF 8462;2014-06-23;136.62;43140607526557003982550010000084621810021517-nfe.xml
NF 20987;2014-06-20;221.20;43140607526557004016550010000209871217128128-old.xml
NF 20987;2014-06-20;278.08;43140607526557004016550010000209871217128128-old.xml
NF 20987;2014-06-20;327.85;43140607526557004016550010000209871217128128-old.xml
NF 8300;2014-06-18;45.36;43140607526557003982550010000083001985162383-nfe.xml
NF 19596;2014-06-03;527.05;43140607526557004016550010000195961401335615-old.xml
NF 19596;2014-06-03;979.66;43140607526557004016550010000195961401335615-old.xml
NF 19596;2014-06-03;204.05;43140607526557004016550010000195961401335615-old.xml
NF 21782;2014-06-30;1635.07;43140607526557004016550010000217821789312525-old.xml
NF 21782;2014-06-30;284.12;43140607526557004016550010000217821789312525-old.xml
NF 21782;2014-06-30;430.65;43140607526557004016550010000217821789312525-old.xml
NF 20545;2014-06-14;327.50;43140607526557004016550010000205451126091718-nfe.xml
NF 20545;2014-06-14;200.59;43140607526557004016550010000205451126091718-nfe.xml
NF 20545;2014-06-14;441.85;43140607526557004016550010000205451126091718-nfe.xml
NF 8421;2014-06-21;4.03;43140607526557003982550010000084211418135929-old.xml
NF 8421;2014-06-21;11.82;43140607526557003982550010000084211418135929-old.xml
NF 8421;2014-06-21;16.68;43140607526557003982550010000084211418135929-old.xml
NF 21194;2014-06-23;102.15;43140607526557004016550010000211941357667590-nfe.xml
NF 21194;2014-06-23;33.97;43140607526557004016550010000211941357667590-nfe.xml
NF 21194;2014-06-23;17.62;43140607526557004016550010000211941357667590-nfe.xml
NF 8257;2014-06-17;83.41;43140607526557003982550010000082571879035079-old.xml
NF 8257;2014-06-17;94.08;43140607526557003982550010000082571879035079-old.xml
NF 8257;2014-06-17;227.20;43140607526557003982550010000082571879035079-old.xml
NF 7808;2014-06-06;12.16;43140607526557003982550010000078081225688735-old.xml
NF 7808;2014-06-06;100.55;43140607526557003982550010000078081225688735-old.xml
NF 7808;2014-06-06;139.71;43140607526557003982550010000078081225688735-old.xml
NF 21463;2014-06-26;118.42;43140607526557004016550010000214631382204027-old.xml
NF 21463;2014-06-26;111.76;43140607526557004016550010000214631382204027-old.xml
NF 21463;2014-06-26;693.58;43140607526557004016550010000214631382204027-old.xml
NF 8299;2014-06-18;28.59;43140607526557003982550010000082991540113090-nfe.xml
NF 8299;2014-06-18;50.28;43140607526557003982550010000082991540113090-nfe.xml
NF 8299;2014-06-18;441.71;43140607526557003982550010000082991540113090-nfe.xml
NF 7752;2014-06-05;17.72;43140607526557003982550010000077521188257511-old.xml
NF 7752;2014-06-05;42.10;43140607526557003982550010000077521188257511-old.xml
NF 7752;2014-06-05;18.00;43140607526557003982550010000077521188257511-old.xml
NF 21275;2014-06-24;98.44;43140607526557004016550010000212751888741759-old.xml
NF 21275;2014-06-24;215.83;43140607526557004016550010000212751888741759-old.xml
NF 21275;2014-06-24;460.65;43140607526557004016550010000212751888741759-old.xml
NF 21385;2014-06-25;217.59;43140607526557004016550010000213851573990428-nfe.xml
NF 21700;2014-06-28;265.11;43140607526557004016550010000217001089965598-nfe.xml
NF 21700;2014-06-28;118.42;43140607526557004016550010000217001089965598-nfe.xml
NF 21700;2014-06-28;12.45;43140607526557004016550010000217001089965598-nfe.xml
NF 20733;2014-06-17;195.05;43140607526557004016550010000207331208778539-nfe.xml
NF 20733;2014-06-17;58.81;43140607526557004016550010000207331208778539-nfe.xml
NF 20733;2014-06-17;1937.25;43140607526557004016550010000207331208778539-nfe.xml
NF 7708;2014-06-04;32.92;43140607526557003982550010000077081128124762-old.xml
NF 7544;2014-05-30;21.28;43140507526557003982550010000075441212913944-old.xml
NF 7544;2014-05-30;48.54;43140507526557003982550010000075441212913944-old.xml
NF 19527;2014-06-02;928.17;43140607526557004016550010000195271841585850-old.xml
NF 19527;2014-06-02;265.11;43140607526557004016550010000195271841585850-old.xml
NF 19527;2014-06-02;328.55;43140607526557004016550010000195271841585850-old.xml
NF 20739;2014-06-17;390.10;43140607526557004016550010000207391268260840-old.xml
NF 20739;2014-06-17;353.59;43140607526557004016550010000207391268260840-old.xml
NF 20739;2014-06-17;200.59;43140607526557004016550010000207391268260840-old.xml
NF 8527;2014-06-24;24.31;43140607526557003982550010000085271162633053-nfe.xml
NF 8527;2014-06-24;121.72;43140607526557003982550010000085271162633053-nfe.xml
NF 8527;2014-06-24;251.38;43140607526557003982550010000085271162633053-nfe.xml
NF 19754;2014-06-04;284.12;43140607526557004016550010000197541477199454-old.xml
NF 19754;2014-06-04;779.16;43140607526557004016550010000197541477199454-old.xml
NF 19754;2014-06-04;445.76;43140607526557004016550010000197541477199454-old.xml
NF 20732;2014-06-17;201.45;43140607526557004016550010000207321194566087-old.xml
NF 20732;2014-06-17;2326.10;43140607526557004016550010000207321194566087-old.xml
NF 20732;2014-06-17;773.77;43140607526557004016550010000207321194566087-old.xml
NF 21570;2014-06-27;530.21;43140607526557004016550010000215701731415230-old.xml
NF 21570;2014-06-27;581.75;43140607526557004016550010000215701731415230-old.xml
NF 8350;2014-06-20;41.31;43140607526557003982550010000083501148425403-old.xml
NF 8350;2014-06-20;56.18;43140607526557003982550010000083501148425403-old.xml
NF 8350;2014-06-20;71.99;43140607526557003982550010000083501148425403-old.xml
NF 20986;2014-06-20;344.60;43140607526557004016550010000209861202429910-nfe.xml
NF 20986;2014-06-20;1635.06;43140607526557004016550010000209861202429910-nfe.xml
NF 8828;2014-06-30;4.03;43140607526557003982550010000088281620361279-old.xml
NF 8828;2014-06-30;15.75;43140607526557003982550010000088281620361279-old.xml
NF 8828;2014-06-30;12.16;43140607526557003982550010000088281620361279-old.xml
NF 21697;2014-06-28;290.51;43140607526557004016550010000216971073151971-nfe.xml
NF 8420;2014-06-21;32.92;43140607526557003982550010000084201044626654-old.xml
NF 8420;2014-06-21;15.10;43140607526557003982550010000084201044626654-old.xml
NF 8462;2014-06-23;136.62;43140607526557003982550010000084621810021517-old.xml
NF 8463;2014-06-23;21.28;43140607526557003982550010000084631257542552-nfe.xml
NF 8463;2014-06-23;48.69;43140607526557003982550010000084631257542552-nfe.xml
NF 8463;2014-06-23;22.86;43140607526557003982550010000084631257542552-nfe.xml
NF 8300;2014-06-18;45.36;43140607526557003982550010000083001985162383-old.xml
NF 19577;2014-06-03;200.59;43140607526557004016550010000195771234891690-old.xml
NF 19577;2014-06-03;284.12;43140607526557004016550010000195771234891690-old.xml
NF 19577;2014-06-03;522.90;43140607526557004016550010000195771234891690-old.xml
NF 20545;2014-06-14;327.50;43140607526557004016550010000205451126091718-old.xml
NF 20545;2014-06-14;200.59;43140607526557004016550010000205451126091718-old.xml
NF 20545;2014-06-14;441.85;43140607526557004016550010000205451126091718-old.xml
NF 21274;2014-06-24;441.85;43140607526557004016550010000212741880295760-nfe.xml
NF 21274;2014-06-24;266.30;43140607526557004016550010000212741880295760-nfe.xml
NF 21274;2014-06-24;332.01;43140607526557004016550010000212741880295760-nfe.xml
NF 8294;2014-06-18;34.35;43140607526557003982550010000082941951284428-nfe.xml
NF 8294;2014-06-18;8.42;43140607526557003982550010000082941951284428-nfe.xml
NF 8294;2014-06-18;349.27;43140607526557003982550010000082941951284428-nfe.xml
NF 21386;2014-06-25;165.48;43140607526557004016550010000213861129364274-nfe.xml
NF 21386;2014-06-25;332.00;43140607526557004016550010000213861129364274-nfe.xml
NF 21386;2014-06-25;172.37;43140607526557004016550010000213861129364274-nfe.xml
NF 19525;2014-06-02;435.19;43140607526557004016550010000195251836493182-old.xml
NF 7751;2014-06-05;16.47;43140607526557003982550010000077511313430530-old.xml
NF 7751;2014-06-05;12.81;43140607526557003982550010000077511313430530-old.xml
NF 7751;2014-06-05;22.23;43140607526557003982550010000077511313430530-old.xml
NF 19664;2014-06-04;149.66;43140607526557004016550010000196641576064329-old.xml
NF 19664;2014-06-04;38.30;43140607526557004016550010000196641576064329-old.xml
NF 19664;2014-06-04;26.43;43140607526557004016550010000196641576064329-old.xml
NF 21194;2014-06-23;102.15;43140607526557004016550010000211941357667590-old.xml
NF 21194;2014-06-23;33.97;43140607526557004016550010000211941357667590-old.xml
NF 21194;2014-06-23;17.62;43140607526557004016550010000211941357667590-old.xml
NF 21352;2014-06-25;34.93;43140607526557004016550010000213521178624510-nfe.xml
NF 21352;2014-06-25;390.10;43140607526557004016550010000213521178624510-nfe.xml
NF 21352;2014-06-25;462.39;43140607526557004016550010000213521178624510-nfe.xml
NF 7754;2014-06-05;85.55;43140607526557003982550010000077541222535390-old.xml
NF 8068;2014-06-12;243.13;43140607526557003982550010000080681578734841-old.xml
NF 20546;2014-06-14;997.30;43140607526557004016550010000205461127376632-nfe.xml
NF 20246;2014-06-11;230.51;43140607526557004016550010000202461353430611-old.xml
NF 20246;2014-06-11;456.78;43140607526557004016550010000202461353430611-old.xml
NF 20644;2014-06-16;947.60;43140607526557004016550010000206441860836578-nfe.xml
NF 8299;2014-06-18;28.59;43140607526557003982550010000082991540113090-old.xml
NF 8299;2014-06-18;50.28;43140607526557003982550010000082991540113090-old.xml
NF 8299;2014-06-18;441.71;43140607526557003982550010000082991540113090-old.xml
NF 18273;2014-12-17;15.21;43141207526557003982550010000182731501874498-nfe.xml
NF 18273;2014-12-17;28.59;43141207526557003982550010000182731501874498-nfe.xml
NF 18273;2014-12-17;18.91;43141207526557003982550010000182731501874498-nfe.xml
NF 44826;2014-12-12;180.26;43141207526557004016550010000448261211326516-nfe.xml
NF 44826;2014-12-12;102.31;43141207526557004016550010000448261211326516-nfe.xml
NF 44826;2014-12-12;782.20;43141207526557004016550010000448261211326516-nfe.xml
NF 44355;2014-12-10;402.19;43141207526557004016550010000443551691977839-nfe.xml
NF 44355;2014-12-10;537.67;43141207526557004016550010000443551691977839-nfe.xml
NF 43606;2014-12-06;1021.86;43141207526557004016550010000436061377947563-old.xml
NF 46214;2014-12-18;893.94;43141207526557004016550010000462141565943530-old.xml
NF 44376;2014-12-10;154.76;43141207526557004016550010000443761880954844-nfe.xml
NF 45141;2014-12-13;126.92;43141207526557004016550010000451411931111286-old.xml
NF 45141;2014-12-13;50.84;43141207526557004016550010000451411931111286-old.xml
NF 17885;2014-12-11;83.77;43141207526557003982550010000178851637166796-nfe.xml
NF 17885;2014-12-11;44.96;43141207526557003982550010000178851637166796-nfe.xml
NF 17885;2014-12-11;98.49;43141207526557003982550010000178851637166796-nfe.xml
NF 17308;2014-12-03;58.39;43141207526557003982550010000173081550693100-nfe.xml
NF 46687;2014-12-20;284.74;43141207526557004016550010000466871566635137-nfe.xml
NF 46687;2014-12-20;1393.85;43141207526557004016550010000466871566635137-nfe.xml
NF 45521;2014-12-15;333.18;43141207526557004016550010000455211718052021-nfe.xml
NF 47523;2014-12-26;1048.07;43141207526557004016550010000475231077107857-nfe.xml
NF 42928;2014-12-03;126.92;43141207526557004016550010000429281248737308-old.xml
NF 42928;2014-12-03;582.60;43141207526557004016550010000429281248737308-old.xml
NF 44375;2014-12-10;104.08;43141207526557004016550010000443751868491077-old.xml
NF 44375;2014-12-10;133.89;43141207526557004016550010000443751868491077-old.xml
NF 44375;2014-12-10;574.37;43141207526557004016550010000443751868491077-old.xml
NF 48474;2014-12-31;63.15;43141207526557004016550010000484741894664885-nfe.xml
NF 48474;2014-12-31;601.10;43141207526557004016550010000484741894664885-nfe.xml
NF 48474;2014-12-31;390.13;43141207526557004016550010000484741894664885-nfe.xml
NF 47394;2014-12-24;175.82;43141207526557004016550010000473941819470605-nfe.xml
NF 47394;2014-12-24;221.94;43141207526557004016550010000473941819470605-nfe.xml
NF 47394;2014-12-24;345.74;43141207526557004016550010000473941819470605-nfe.xml
NF 17880;2014-12-11;87.77;43141207526557003982550010000178801350587960-nfe.xml
